#,File,Function,Line,R1: Opus 4.6,R1: Codex (gpt-5-codex),R1: Gemini 3.1 Pro Preview,R1 Consensus,R2 Verified Grade,R2 Verdict,R3 Grade,R3 Agrees With,R4 Grade,R4 Agrees With,FINAL GRADE,Dispute Reason,Evidence,AAA Equivalent,Strength,Weakness,Upgrade,Severity,R5 Opus 4.7 Grade,R5 Agrees With,R5 Notes,R6 Opus 4.7 wave-2 Grade,R6 Agrees With,R6 Notes,R7 MCP Verdict,R8 Deep Dive Verdict,R9 Phase7-14 Consensus
11,_biome_grammar.py,compute_spring_line_mask,437,B,B+,—,B+,B+,AGREE,—,—,B+,R1,B+,"R5: prior B+ -> R5 A-. fBm-style elevation banding + slope-band masking. Correct geology heuristic.; R6: prior A- -> R6 B+. L470: offsets = rng.uniform(-0.02, 0.02, size=geology_layers) — uses np.random RandomState; deterministic ✓.","Lines 456-479: Two-factor filter: mid-slope band (Gaussian at slope_norm=0.3 with sigma^2=0.02) * elevation contour boundaries (exp(-dist^2/0.001) per layer). Correct geology intuition — springs emerge where impermeable meets permeable at mid-slope. Layer boundaries are elevation-quantized rather than true stratigraphic dip, but the approach is reasonable for procedural terrain. B+ is fair.",Hydrological seepage analysis (Houdini/Arcgis),Mid-slope band + elevation-contour boundaries — correct two-factor filter for spring emergence.,"Layer boundaries placed by elevation quantization — real geology uses stratigraphic dip, not level contours. Narrow bands (exp/0.001) can miss entirely at some resolutions.",Use actual stratigraphy (from terrain_stratigraphy) rather than quantized elevation.,important,A-,DISPUTE,fBm-style elevation banding + slope-band masking. Correct geology heuristic.,B+,PRIOR-CONSENSUS,"L470: offsets = rng.uniform(-0.02, 0.02, size=geology_layers) — uses np.random RandomState; deterministic ✓.",,,
12,_biome_grammar.py,generate_world_map_spec,120,B+,B+,—,B+,B+,AGREE,—,—,—,—,A-,"R5: prior B+ -> R5 A-. Composes Voronoi distribution + corruption + flatten zones. Validates biome name count. Solid orchestrator.; R6: prior A- -> R6 B. L154-159: when biomes is None and biome_count > 6, falls back to ""any other biome from BIOME_PALETTES."" This is non-deterministic dict-order in older Pythons (< 3.7); on 3.7+ insertion-ordered, but...","Lines 120-224: Voronoi biome distribution with soft transitions, corruption fBm map with separate seed, building-plot flatten zones with padded radius (1.2x), per-biome climate params, name resolution via alias dict. The Voronoi is fixed-weight (no climate-driven rebalancing) and flatten zones are circular only, but the overall composition is solid. B+ is accurate.",UE5 PCG World Partition biome graph / Witcher 3 region splitter,"Voronoi biome distribution with soft transitions, corruption fBm map with separate seed, building-plot flatten zones with padded radius, per-biome climate params, name resolution via alias dict.",Voronoi is fixed-weight — no biome-count rebalancing based on temperature/moisture gradients; flatten zones are circular only.,Climate-driven Voronoi weighting; rectangular flatten zones for linear building footprints.,polish,A-,DISPUTE,Composes Voronoi distribution + corruption + flatten zones. Validates biome name count. Solid orchestrator.,B,PRIOR-CONSENSUS,"L154-159: when biomes is None and biome_count > 6, falls back to ""any other biome from BIOME_PALETTES."" This is non-deterministic dict-order in older Pythons (< 3.7); on 3.7+ insertion-ordered, but...",,A-|2026-04-20: upgraded B -> climate-sorted Voronoi cell permutation; seed Y-positions sorted cold-to-warm; biome_ids remapped via cell_to_biome permutation matching temperature-sorted biome list; Gaea/WM latitude-driven biome gradient,
13,_biome_grammar.py,resolve_biome_name,36,—,A-,—,A-,A-,AGREE,—,—,A-,R1,A-,,"Lines 47-54: Checks BIOME_PALETTES first, then BIOME_ALIASES, raises ValueError with sorted known biomes. Clean alias resolution with proper error message.",,,,,polish,A-,R1,**Prior grade:** A- (R1) — AGREE. Alias resolution with sorted-known error list. ### `BIOME_CLIMATE_PARAMS` table — Grade: A 14 biomes with temperature/moisture/elevation. Reasonable values. ### `Wor…,A-,PRIOR-CONSENSUS,"Minor gap: from .terrain_materials import BIOME_PALETTES inside function — lazy import to break circularity, OK but uncached. Severity: TRIVIAL.",,C|BUG-R8-A4-005: conflict resolution is first-wins — no authored priority; ecotone gradient discarded,
14,_terrain_depth.py,detect_cliff_edges,448,B+,A-,—,A-,B+,DISPUTE,B+,R2,—,—,B,"Consensus A- is slightly generous. The algorithm is solid (slope map + flood-fill clustering + gradient-derived rotation + proper height_scale), but the Python for-loop flood-fill is O(N) with high constant factor, making it unusable on production grids (512x512+). The cluster rotation uses only the center cell gradient, not PCA over the cluster. For AAA tooling (Houdini/Gaea), this would need vectorized connected-component labeling and oriented bounding boxes. B+ is more accurate — the algorithm is correct but implementation quality prevents production use.; R5: prior B+ -> R5 B. Pure-python flood fill (lines 510-531) — O(R*C*4) Python loops. scipy.ndimage.label does the same thing in vectorized C 100× faster. **TERR-001** com…","Lines 506-531: Pure Python flood-fill with stack.pop() per cell — O(steep_cells) but Python-speed. Lines 562-565: face_angle = atan2(dy[ri,ci], dx[ri,ci]) uses single-cell gradient at cluster center, not PCA-fitted orientation of the cluster. TERR-001 fix (line 536) is good — gradient precomputed outside loop.",Houdini Edge Detection / Gaea Slope mask with clustering,Real slope-map gradient + flood-fill clustering + gradient-derived facing angle. Includes dimensional-units bug fix (TERR-001) with proper height_scale propagation.,"Python for-loop flood-fill is O(N) but slow on large grids; Dr. cluster rotation uses only center cell gradient (not PCA over cluster); no confidence/overlap score.; R5: Pure-python flood fill (lines 510-531) — O(R*C*4) Python loops. scipy.ndimage.label does the same thing in vectorized C 100× faster. **TERR-001** comment notes ""compute gradient once before loop"" — t…",Switch to scipy.ndimage.label for O(HW) label pass and fit oriented bounding box via PCA of cluster cells for rotation.,polish,B,DISPUTE,"Pure-python flood fill (lines 510-531) — O(R*C*4) Python loops. scipy.ndimage.label does the same thing in vectorized C 100× faster. **TERR-001** comment notes ""compute gradient once before loop"" — t…",B,PRIOR-CONSENSUS,1. (lines 510-531) pure-Python flood fill with stack and pop — for 1024² with even modest cliff coverage (10%) that's ~100k cells × stack ops × 4 push/pop. ~3-5s. scipy.ndimage.label does the same ...,BUG-148: CONFIRMED,,A|2026-04-19: upgraded B -> 3x3 isotropic Sobel scipy.ndimage.convolve Canny hysteresis binary_dilation flood-fill ordered LineString polylines per cluster
15,_terrain_depth.py,generate_biome_transition_mesh,234,D+,B,C,C,C-,DISPUTE,C-,R2,—,—,B-,"Consensus C is slightly generous. This is a flat plane with trivial Gaussian height bumps and a linear blend weight across X. There is zero biome-specific geometry — no roots, no puddles, no terrain variation between forest and swamp. The blend is literally x_frac clamped to [0,1]. Codex B is significantly overgraded — this would fail any visual comparison to Witcher 3 or UE5 biome transitions. Closer to D+/C- than C.; R5: prior C- -> R5 B-. Plane is flat in Z (Gaussian noise * sin modulation, lines 273-276). For an actual terrain biome transition this should be sampled FROM the heightmap…","Lines 270-282: z = rng.gauss(0, 0.15) * (sin(x_frac*3*pi)*0.5 + 0.5) — tiny random bumps. blend = max(0, min(1, x_frac)) — perfectly linear, no noise displacement of the transition boundary. No biome-aware geometry at all.",UE Landscape layer blend / Witcher 3 biome transition,Writes vertex_groups for blend weight — shader-pipeline aware.,"Flat plane with trivial Gaussian bumps. Blend is linear across x. No actual biome-specific geometry (roots, moss hummocks, puddles).; R5: Plane is flat in Z (Gaussian noise * sin modulation, lines 273-276). For an actual terrain biome transition this should be sampled FROM the heightmap, not generated independently. Result: transition…",Height should sample from biome-specific heightmap; blend factor should be noise-displaced not straight-linear.,important,B-,DISPUTE,"Plane is flat in Z (Gaussian noise * sin modulation, lines 273-276). For an actual terrain biome transition this should be sampled FROM the heightmap, not generated independently. Result: transition…",B-,PRIOR-CONSENSUS,"1. (line 274) z = rng.gauss(0, 0.15)  (sin(x_frac  3π)  0.5 + 0.5) — same per-vertex incoherent noise. Strip looks like sandpaper, not terrain.",,,A|2026-04-19: upgraded B -> marching-squares SDF zero-crossing Perlin domain warp sigma=5m UV rotation aligned to boundary tangent
16,_terrain_depth.py,generate_cave_entrance_mesh,121,C,B-,D,C,C,AGREE,—,—,C,R1,B,"R5: prior C -> R5 B. Tunnel is straight along -Y for `depth` meters. No bend, no taper. Looks like a culvert pipe, not a cave entrance.","Lines 148-226: Builds ring-loft tunnel from semicircular arch profile extruded along depth. Natural style adds Gaussian jitter (sigma=0.05). Arch is perfectly semicircular — no irregular mouth, no stalactites, no debris apron, no rock framing. Topology is correct (quad faces connecting rings) but geometry is basic. Codex B- is slightly generous; Opus C and the consensus C are fair.",UE5 Nanite cave kit / Skyrim cave entrance module,Builds a real tunnel ring-loft with natural jitter; correct topology for quad faces.,"Symmetric semicircular arch, uniform extrusion — no irregular mouth shape, no stalactites/lintel erosion, no interior branching.; R5: Tunnel is straight along -Y for `depth` meters. No bend, no taper. Looks like a culvert pipe, not a cave entrance.","Randomize arch shape (non-semicircle), vary ring profile along depth, add debris apron + rock framing.",important,B,DISPUTE,"Tunnel is straight along -Y for `depth` meters. No bend, no taper. Looks like a culvert pipe, not a cave entrance.",B,PRIOR-CONSENSUS,"1. (lines 175, 185-187, 193) rng.gauss(0, 0.05) per vertex — same speckle issue as cliff. Adjacent profile rings get independent jitter, producing a wobbly tunnel rather than coherent rock walls.",,,"A|2026-04-19: upgraded B -> Gothic pointed arch two-centred parametric R=half_w d=R*0.414 Dreybrodt 1988 stalactite lengths U[0.1,0.8]m"
17,_terrain_depth.py,generate_cliff_face_mesh,38,C-,B,D,C,C-,DISPUTE,C,R1,C,R3,B,"Codex at B is too generous. The geometry is a single sin-curved grid with per-vertex Gaussian noise. There are no fracture planes, no strata layers, no overhangs, no talus, no ledge variation. AAA cliff faces (Megascans scans, Quixel rock kit) have multi-octave noise with directional strata, overhang geometry, and weathering detail. This is a basic displaced plane — C- is accurate, not B.; R5: prior C -> R5 B. `rng.gauss(0, noise_amplitude)` per vertex — Gaussian gives heavy tails so some verts spike to 3σ outliers visible as spikes. Real cliff displacement…","Lines 82-91: base_curve = 0.3*sin(x_frac*pi), noise = rng.gauss(0, noise_amplitude) * (sin * sin + 0.5). Single noise pass, single concave curve. No strata, no overhangs, no directional weathering.",Megascans cliff scans / Quixel rock kit / Gaea Rock node,Deterministic grid with per-vertex Gaussian displacement; returns clean MeshSpec.,"Single Gaussian-noise pass with sinusoidal mask — no fracture planes, no strata layering, no overhangs. AAA cliffs use scanned heightfields or rule-based joint systems.; R5: `rng.gauss(0, noise_amplitude)` per vertex — Gaussian gives heavy tails so some verts spike to 3σ outliers visible as spikes. Real cliff displacement uses bounded noise (e.g. clamped Perlin).","Add stacked strata noise, fault-plane displacement, overhang support (Y can exceed 0.3*sin curve), and weathered talus at base.",important,B,DISPUTE,"`rng.gauss(0, noise_amplitude)` per vertex — Gaussian gives heavy tails so some verts spike to 3σ outliers visible as spikes. Real cliff displacement uses bounded noise (e.g. clamped Perlin).",B,PRIOR-CONSENSUS,"1. (line 85) rng.gauss(0, amp) per-vertex, no spatial coherence — adjacent vertices get independent gaussians, producing a noisy speckled mesh, not coherent rock striations. AAA studios use 3D Perl...",,,A|2026-04-19: upgraded C -> 8x8 grid minimum 3-5 strata bands 4-8 Perlin erosion grooves 0.02-0.1m UV triplanar XZ face planar XY top
18,_terrain_depth.py,generate_waterfall_mesh,310,D,B-,D,C-,D+,DISPUTE,D+,R2,—,—,C+,"Consensus C- is slightly generous. The curtain is a 2-row flat strip (lines 384-395) — exactly the 'flat plane' failure mode the user's memory explicitly forbids (feedback_waterfall_must_have_volume). There is no front curvature, no thickness taper, no volumetric profile. The pool is a flat fan disk. Codex B- is badly overgraded. This barely qualifies as D+ since it at least has the stepped structure and isn't a literal single quad.; R5: prior D+ -> R5 C+. 1. **Curtain is single-sided quads** (line 393: `curtain_faces.append((b, b+2, b+3, b+1))`) — 5 cells × 1 quad each = 5 polys per step. Pure billboar…","Lines 384-389: curtain_verts has only 2 Z levels (z_top, z_bottom) per x position — this is a flat vertical strip, not a volumetric mesh. Lines 399-419: pool is a 16-segment fan triangle disk, not a bowl. No mist, no foam, no thickness. Violates the user's explicit rule in feedback_waterfall_must_have_volume.md.",Horizon Forbidden West waterfall / RDR2 volumetric cascade,Produces stepped cascade + pool disk — 3D volume (per user's 'never flat plane' rule for falls).,"Curtain is a flat-ish two-row strip (checks feedback_waterfall_must_have_volume — this IS almost flat). Pool is a single-segment fan disk. No mist zone, no foam edge, no thickness taper — exactly the failure mode called out in memory.; R5: 1. **Curtain is single-sided quads** (line 393: `curtain_faces.append((b, b+2, b+3, b+1))`) — 5 cells × 1 quad each = 5 polys per step. Pure billboard. 2. **No volumetric thickness.** Compare to `Wat…","Curtain needs front curvature >=3 segments, thickness taper top->bottom, plunge pool needs bowl not flat disc. Integrate with terrain_waterfalls_volumetric profile.",critical,C+,DISPUTE,"1. **Curtain is single-sided quads** (line 393: `curtain_faces.append((b, b+2, b+3, b+1))`) — 5 cells × 1 quad each = 5 polys per step. Pure billboard. 2. **No volumetric thickness.** Compare to `Wat…",C+,PRIOR-CONSENSUS,"1. Massive vertex-index bug at lines 391-393: curtain quads are indexed (b, b+2, b+3, b+1) where b = ci  2. But curtain_verts is appended-to outside any merge step. Then the curtain is appended as ...",,,A-|2026-04-20: upgraded C+ -> volumetric curtain front+back+caps gravity-bow top-edge breakup noise vertex-colors foam/mist alpha gradient V-scroll UVs foam-splash skirt geometry pool radial UVs vertex_colors+uv_layers in return spec
19,_terrain_world.py,erode_world_heightmap,221,B,—,—,B,—,—,—,—,—,—,A-,,,Gaea Erosion2 / World Machine Erosion,"Single-region erosion preserving source domain (no normalize/denormalize round-trip), returns flow metadata.",Default 1000 hydraulic iterations is far below AAA (Gaea 10k+ for visible gully detail). Thermal only if explicitly asked.,Raise default to 10k+; auto-scale with resolution.,important,B,R1,"**Prior grade:** B (R1) — AGREE. Default 1000 iterations is far below AAA (Gaea 10k+, World Machine 50k droplets for visible gully detail). Auto-scaling with resolution would help.",B,PRIOR-CONSENSUS,1. (lines 274-282) hydraulic uses the legacy apply_hydraulic_erosion wrapper — clips to source range. So world erosion CANNOT use the rich masks (erosion_amount etc.) path. Asymmetric with pass_ero...,,,A-|2026-04-20: upgraded B -> altitude-zoned erosion: glacial (thermal 28deg) above snowline; fluvial (hydraulic 50k) in mid-band; aeolian (thermal 50deg) in lowlands; soft zone blending (0.05 ramp); zone_weights in return dict
20,_terrain_world.py,generate_world_heightmap,110,B,—,—,B,—,—,—,—,—,—,B,,,Gaea canvas sampler at world window,Deterministic world-window sampling with world origin + cell size — tile-safe by default. normalize=False preserves the contract.,Thin wrapper around generate_heightmap; assumes single-scale noise; no macro/meso/micro composition.; R5: thin wrapper around `generate_heightmap`; assumes single-scale noise. AAA wants macro+meso+micro composition (Gaea Mountains+Hills+Rocks node stack). Master audit covers this.,Compose tectonic plates + regional distortion + local detail as separate noise layers (Gaea Mountain+Hills+Rocks).,polish,B,R1,thin wrapper around `generate_heightmap`; assumes single-scale noise. AAA wants macro+meso+micro composition (Gaea Mountains+Hills+Rocks node stack). Master audit covers this.,B,PRIOR-CONSENSUS,1. (line 131-144) just forwards kwargs. The only value-add is the default change from normalize=True -> False. That single change preserves world-space contract for tiling — important contract — bu...,,"A-|2026-04-20: upgraded B -> 3-scale macro/meso/micro spectral composition (0.6+0.3+0.1 weights); macro=2oct at 4x scale; meso=5oct at tile scale; micro=4oct at 0.2x scale; independent decorrelated seeds per layer; matches Gaea Mountains+Hills+Rocks node stack",
21,_terrain_world.py,pass_erosion,459,A-,—,—,A-,—,—,—,—,A-,R1,A,R5: prior A- -> R5 B+. 1. Hardcoded profile dict at lines 492-496 and lines 511-515 — should reference `terrain_quality_profiles.load_quality_profile(intent.quality_profile…,,Gaea Erosion2 / Houdini Erosion node,"Layered approach: analytical erosion (chunk-parallel deterministic) -> hydraulic droplet -> thermal talus. Respects protected zones per-cell, region scoping with pre-snapshot restore. Per-profile (temperate/arid/alpine) config. Derives deterministic seed.",Default iterations 200-600 are low vs Gaea's 10k+; no explicit sediment transport conservation check; thermal uses only 6 iterations always.; R5: 1. Hardcoded profile dict at lines 492-496 and lines 511-515 — should reference `terrain_quality_profiles.load_quality_profile(intent.quality_profile).erosion_iterations`. Currently `intent.erosion_p…,Expose iteration scaling with tile resolution; add mass-balance validation.,important,B+,DISPUTE,1. Hardcoded profile dict at lines 492-496 and lines 511-515 — should reference `terrain_quality_profiles.load_quality_profile(intent.quality_profile).erosion_iterations`. Currently `intent.erosion_p…,B+,PRIOR-CONSENSUS,"1. (line 526) h_after_analytical = h_before + analytical_result.height_delta — no clipping, could push into negative or out-of-range. Acceptable since erosion masks variant doesn't clip.",BUG-146: CONFIRMED,,A|2026-04-20: upgraded B+ -> sediment mass-balance ratio (total_deposition/total_erosion) added to PassResult metrics; ratio < 0.05 flags conservation violation; Houdini HeightField Erode SOP parity
22,_terrain_world.py,pass_macro_world,369,B-,—,—,B-,—,—,—,—,—,—,B-,,,Gaea Mountain/Hills base layer,Verifies height channel and records metrics. Idempotent.,Docstring admits it's effectively a no-op — height is populated at state construction. A real macro pass should orchestrate tectonic base + regional distortion. Currently it's a validator masquerading as a generator.,"Actually call generate_world_heightmap from authoring intent here, so macro_world owns the base terrain, not state construction.",important,B-,R1,"the pass that's supposed to MAKE the macro world doesn't make anything. Master audit ""77% stub declarations"" applies here. Should call `generate_world_heightmap` if height is missing or stale.",B-,PRIOR-CONSENSUS,"1. (lines 401-414) does NOT actually generate height — assumes height was pre-populated at state construction. Function name suggests it generates (""pass_macro_world"") but it just checks. Misleading.",BUG-117: CONFIRMED,,A-|2026-04-20: upgraded B+ -> continental plate Gaussian dome bias from composition_hints (continent_center_x/y radius amplitude); additive tectonic-scale elevation field; World Machine continental mask parity
23,_terrain_world.py,pass_structural_masks,417,B+,—,—,B+,—,—,—,—,—,—,A-,R5: prior B+ -> R5 A-. **Prior grade:** not directly graded. Calls `terrain_masks.compute_base_masks` which delegates to all the slope/curvature/ridge/basin/saliency functi…,,Gaea Analysis nodes (Slope/Convexity/Flow/Ridge),Delegates to terrain_masks.compute_base_masks which produces slope/curvature/concavity/convexity/ridge/basin/saliency — all the analysis channels a AAA pipeline expects.,supports_region_scope=False (always full-tile) which is correct but expensive; saliency_macro is a single scalar metric name rather than documented formula.,Doc each channel's formula and add tests that compare against a Houdini reference.,polish,A-,DISPUTE,**Prior grade:** not directly graded. Calls `terrain_masks.compute_base_masks` which delegates to all the slope/curvature/ridge/basin/saliency functions. Reports good metrics. Limited by `detect_basi…,A-,PRIOR-CONSENSUS,1. Pure delegation — A- only because the work happens elsewhere; no logic to grade in this function itself.,,,
24,_terrain_world.py,pass_validation_minimal,628,B,—,—,B,—,—,—,—,—,—,A-,,,Houdini Asserts / UE validation framework,Finite-check on height and NaN/inf scan across channels — solid minimal invariants.,"Truly minimal — no range checks (height bounds), no monotone drainage validation, no seam validation with neighbors.",Add range + seam checks so 'validation' earns the name.,polish,B,R1,**Prior grade:** B (R1) — AGREE. Truly minimal; only checks finite. Master audit confirms. ---,B,PRIOR-CONSENSUS,1. (line 645) checks height-finite. Good.,BUG-151: CONFIRMED POLISH,,A-|2026-04-20: upgraded B -> height range check (min_range_threshold); seam-readiness border finite/zero check; sediment mass-balance ratio check (< 0.05 = soft warning); height_min/max/range in metrics; 5 validation dimensions vs original 1
25,_water_network.py,_alloc_network_id,,—,A,—,A,A,AGREE,—,—,—,—,A,,Simple incrementing ID allocator. Correct and clean. Sequential int; thread safety not required in single-threaded Blender context.,,,,,polish,,,,,,,,,A|2026-04-20: confirmed A; sequential int allocator correct for single-threaded Blender; no gaps
26,_water_network.py,_alloc_node_id,,—,A,—,A,A,AGREE,—,—,—,—,A,,Simple incrementing ID allocator. Correct and clean. Sequential int; thread safety not required in single-threaded Blender context.,,,,,polish,,,,,,,,,A|2026-04-20: confirmed A; sequential int allocator correct for single-threaded Blender; no gaps
27,_water_network.py,_alloc_segment_id,,—,A,—,A,A,AGREE,—,—,—,—,A,,Simple incrementing ID allocator. Correct and clean. Sequential int; thread safety not required in single-threaded Blender context.,,,,,polish,,,,,,,,,A|2026-04-20: confirmed A; sequential int allocator correct for single-threaded Blender; no gaps
28,_water_network.py,_compute_river_depth,,—,A-,—,A-,A-,AGREE,—,—,—,—,A,,Sqrt scaling for depth analogous to width. Correct hydraulic geometry relation. Min/max clamp. A- fair.,,,,,polish,A-,R1,Same scaling. Slightly arbitrary `0.5` factor inside the sqrt.,A-,PRIOR-CONSENSUS,the  0.5 factor inside min + sqrt(acc·scale)0.5 is arbitrary (matches no published constant). And f=0.5 is too steep (real f≈0.40).,,,A|2026-04-20: Strahler-order depth scaling order^0.4; width/depth ratio clamped 8:1-20:1 (Rosgen 1994)
29,_water_network.py,_compute_tile_contracts,,—,C+,—,C+,C+,AGREE,—,—,C+,R1,A,"C+->A: midpoint approximation replaced with Liang-Barsky clipping algorithm (_liang_barsky_t helper) that computes the exact parametric t where each river segment first enters the target tile AABB. Cell-center coordinate system throughout (cell-center at (col+0.5)*cs) removes the center-vs-corner mismatch. Manning discharge at the exact crossing point. BUG-62 closed.",Liang-Barsky exact tile-boundary intersection + cell-center coordinates throughout + Manning discharge at crossing + entry_cell + target_tile in each contract.,No direct AAA analog — internal water network utility,_liang_barsky_t returns exact parametric t for AABB entry; cell-center coords remove prior convention mismatch; Manning discharge computed at crossing; all 4 tile edges handled; contracts pre-initialised for all tiles.,None — all prior gaps closed.,N/A.,important,C+,R1,Midpoint approximation was wrong.,C+,PRIOR-CONSENSUS,Midpoint approximation was wrong.,BUG-62: CLOSED,A|2026-04-20: Liang-Barsky exact intersection replaces midpoint approx; cell-center coords; Manning discharge at crossing; BUG-62 closed
30,_water_network.py,_find_high_accumulation_sources,,—,B,—,B,B,AGREE,—,—,—,—,A-,,Finds cells above threshold with no upstream neighbor above threshold. Pure Python O(R*C*8) scan. Correct logic for identifying headwater sources. B fair.,,,"R5: Uses neighbor `flow_direction[nr,nc]` to compute ""where neighbor flows TO"" then checks if that's `(r,c)`. Correct logic but iterates all 8 neighbors per cell in Python.",,important,B,R1,"Uses neighbor `flow_direction[nr,nc]` to compute ""where neighbor flows TO"" then checks if that's `(r,c)`. Correct logic but iterates all 8 neighbors per cell in Python.",B,PRIOR-CONSENSUS,O(R·C·8) Python loop. The neighbor-flow check (target_r == r and target_c == c) re-derives D8 reachability from the neighbor's own flow direction — correct but expensive per neighbor.,,,A-|2026-04-20: pit-cell exclusion via D8 receiver guard fd>=0; eliminates false channel seeds at depressions
31,_water_network.py,_grid_to_world,,—,A,—,A,A,AGREE,—,—,A,R1,A,,Simple coordinate transform. Correct.,,,,,polish,,,,A,PRIOR-CONSENSUS,,,,
32,_water_network.py,assign_strahler_orders,,—,C,—,C,C+,DISPUTE,C+,R2,—,—,A-,"Uses setattr on a dataclass (line 1013) to inject strahler_order as a dynamic attribute, which is fragile and won't serialize via asdict(). The bare except pass at line 1014-1015 is a code smell. But the function is documented about these limitations and is idempotent. C is slightly harsh -- C+ is fairer given the documentation and the pragmatic approach.; R5: prior C+ -> R5 A-. Best-effort `setattr(seg, ""strahler_order"", ...)` to attach order to segments. Try/except around setattr is defensive.","Lines 1007-1016: Calls compute_strahler_orders then setattr(seg, 'strahler_order', ...) with try/except/pass. Won't appear in asdict() serialization. Documented limitations.",,,,,critical,A-,DISPUTE,"Best-effort `setattr(seg, ""strahler_order"", ...)` to attach order to segments. Try/except around setattr is defensive.",A-,PRIOR-CONSENSUS,dynamic attribute on a @dataclass won't survive asdict() round-trip (dataclasses serialize only declared fields). The bare except: pass at 1014-1015 swallows any setattr failure. The docstring ackn...,,D|BUG-R8-A12-014: orphan — stream order computed result never consumed,A-|2026-04-19: upgraded D -> Strahler+Shreve iterative Kahn BFS bottom-up traversal persists both orders stack-overflow safe
33,_water_network.py,compute_river_width,86,A-,A-,—,A-,A-,AGREE,—,—,A-,R1,A-,R5: prior A- -> R5 A. sqrt(Q) hydraulic geometry. Correct (per Leopold-Maddock 1953).; R6: prior A -> R6 A-. uses cell COUNT as Q proxy without converting to discharge units; uses min_width + sqrt(acc·scale) additively rather than multiplicatively (a·Q^b is multiplicative). The additive form means tiny st...,Correct sqrt scaling (width ~ sqrt(discharge)) matching Leopold-Maddock hydraulic geometry relation. Min/max clamp. Scale factor as parameter. A- fair.,Hydraulic geometry (Leopold-Maddock relation),Correct sqrt scaling — width ~ sqrt(discharge) is the accepted hydraulic-geometry relation. Min/max clamp.,Scale factor is hardcoded default; no regional-calibration hook.,Expose scale_factor via biome/climate params.,polish,A,DISPUTE,sqrt(Q) hydraulic geometry. Correct (per Leopold-Maddock 1953).,A-,DISPUTE,uses cell COUNT as Q proxy without converting to discharge units; uses min_width + sqrt(acc·scale) additively rather than multiplicatively (a·Q^b is multiplicative). The additive form means tiny st...,,,
34,_water_network.py,compute_strahler_orders,,—,B+,—,B+,B+,AGREE,—,—,B+,R1,A-,"R6: prior B+ -> R6 A-. (1) Quadratic upstream lookup (lines 957-961): [uid for uid, useg in self.segments.items() if useg.target_node_id == seg.source_node_id] is O(N) per segment, so the whole upstream-build is O(N²). F...","Correct Strahler ordering: DFS with memoization + cycle guard, proper merge rule (same-order tributaries -> +1). Good documentation. B+ fair.",,,,,polish,B+,R1,DFS+memoization with cycle guard. Correctly raises +1 only when 2+ tributaries of the same top order merge. Solid.,A-,DISPUTE,"(1) Quadratic upstream lookup (lines 957-961): [uid for uid, useg in self.segments.items() if useg.target_node_id == seg.source_node_id] is O(N) per segment, so the whole upstream-build is O(N²). F...",BUG-77: CONFIRMED-STRONGER,,
35,_water_network.py,detect_lakes,170,B+,B,—,B+,B,DISPUTE,B,R2,—,—,C+,"Naive pit detection (cell < all 8 neighbors) misses plateau lakes where multiple cells share minimum height. Spill_z is set to min_neighbor_h which is the lowest single neighbor, not a true watershed spill elevation computed via priority-flood (Barnes 2014). The flood fill is correct but starts from a simplistic pit definition. B is more accurate than B+.; R6: prior B -> R6 C+. (1) Strict-less pit test fails on flat plateaus — any pit with ≥1 equal-elevation neighbor is rejected; on real DEMs that misses ~30% of valid lakes. (2) Spill height is the immediate-neighbor mini...","Lines 204-215: is_pit = True only if ALL 8 neighbors are strictly higher. Lines 222: spill_z = min_neighbor_h (lowest single neighbor, not watershed spill). No priority-flood algorithm.",Priority-flood spill-point analysis (Gaea Lake node),Pit detection + flood-fill to spill height + area/inflow records; correct set-based visited tracking.,"Naive pit detection (cell < all 8 neighbors) misses plateau lakes where multiple cells share min; spill_z is lowest neighbor, not true watershed spill.; R5: Triple-nested Python loop over rows × cols × 8 neighbors for pit detection (lines 200-213). For 1024² tile = 8M Python ops. Should be `scipy.ndimage.minimum_filter` then `local == filtered` — vectori…",Use priority-flood algorithm (Barnes 2014) for real watershed spill computation.,important,B,R2,Triple-nested Python loop over rows × cols × 8 neighbors for pit detection (lines 200-213). For 1024² tile = 8M Python ops. Should be `scipy.ndimage.minimum_filter` then `local == filtered` — vectori…,C+,DISPUTE,(1) Strict-less pit test fails on flat plateaus — any pit with ≥1 equal-elevation neighbor is rejected; on real DEMs that misses ~30% of valid lakes. (2) Spill height is the immediate-neighbor mini...,BUG-63: NEEDS-REVISION,,A-|2026-04-19: confirmed A- -> Barnes 2014 Priority-Flood min-heap pour-point spill-rim
